Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.25 [1.20-1.30],1.551e-22,***,Creatinine
XL-HDL-FC%,1.24 [1.19-1.30],2.163e-18,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-VLDL-TG%,1.19 [1.14-1.25],1.483e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.19 [1.14-1.24],1.100e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.19 [1.14-1.24],8.469e-10,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.18 [1.13-1.23],5.856e-09,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
TG/PG,1.17 [1.12-1.23],1.186e-07,***,Triglycerides to Phosphoglycerides ratio
IDL-TG%,1.16 [1.12-1.21],2.855e-07,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,1.16 [1.11-1.21],4.113e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG%,1.15 [1.10-1.20],4.614e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.14 [1.09-1.19],0.002,**,Triglycerides to Total-Lipids in Large HDL percentage
IDL-PL%,1.13 [1.09-1.18],0.001,**,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.12 [1.08-1.17],0.017,*,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-L,0.89 [0.86-0.93],0.048,*,Total-Lipids in Small LDL
S-LDL-CE%,0.89 [0.86-0.93],0.037,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-HDL-PL%,0.89 [0.86-0.93],0.006,**,Phospholipids to Total-Lipids in Very Large HDL percentage
M-LDL-PL,0.89 [0.85-0.93],0.021,*,Phospholipids in Medium LDL
S-LDL-FC,0.89 [0.85-0.93],0.012,*,Free Cholesterol in Small LDL
VLDL-CE,0.89 [0.85-0.93],0.011,*,Cholesteryl Esters in VLDL
