Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.42 [1.28-1.56],7.236e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.39 [1.26-1.55],5.974e-05,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.37 [1.24-1.51],3.780e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
Creatinine,1.37 [1.25-1.50],2.090e-06,***,Creatinine
M-HDL-TG%,1.36 [1.22-1.51],0.002,**,Triglycerides to Total-Lipids in Medium HDL percentage
ApoB/ApoA1,1.32 [1.20-1.46],0.002,**,Apolipoprotein B to Apolipoprotein A1 ratio
S-LDL-C%,0.77 [0.71-0.84],0.003,**,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-FC,0.76 [0.69-0.84],0.033,*,Free Cholesterol in Small HDL
M-HDL-CE%,0.75 [0.69-0.83],3.487e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
HDL-FC,0.74 [0.66-0.82],0.007,**,Free Cholesterol in HDL
M-HDL-C%,0.73 [0.67-0.81],1.636e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-L,0.72 [0.65-0.79],1.855e-05,***,Total-Lipids in Small HDL
S-HDL-PL,0.71 [0.64-0.79],1.372e-05,***,Phospholipids in Small HDL
S-HDL-P,0.71 [0.64-0.78],6.044e-06,***,Concentration of Small HDL Particles
HDL-PL,0.70 [0.64-0.78],8.334e-06,***,Phospholipids in HDL
HDL-L,0.70 [0.63-0.78],3.054e-06,***,Total-Lipids in HDL
Total-P,0.69 [0.62-0.77],4.210e-07,***,Total-Concentration of Lipoprotein Particles
S-HDL-C,0.69 [0.62-0.76],6.776e-08,***,Cholesterol in Small HDL
M-HDL-PL,0.68 [0.62-0.76],1.246e-07,***,Phospholipids in Medium HDL
ApoA1,0.68 [0.61-0.76],6.589e-08,***,Apolipoprotein A1
HDL-C,0.68 [0.61-0.76],2.943e-07,***,HDL Cholesterol
M-HDL-FC,0.68 [0.61-0.76],3.739e-07,***,Free Cholesterol in Medium HDL
S-HDL-CE,0.68 [0.61-0.75],4.438e-09,***,Cholesteryl Esters in Small HDL
M-HDL-L,0.67 [0.61-0.74],6.094e-09,***,Total-Lipids in Medium HDL
HDL-CE,0.66 [0.60-0.74],2.571e-08,***,Cholesteryl Esters in HDL
HDL-P,0.66 [0.60-0.74],3.082e-09,***,Concentration of HDL Particles
M-HDL-P,0.66 [0.59-0.73],6.965e-09,***,Concentration of Medium HDL Particles
M-HDL-C,0.64 [0.58-0.72],7.052e-11,***,Cholesterol in Medium HDL
M-HDL-CE,0.64 [0.57-0.71],1.442e-11,***,Cholesteryl Esters in Medium HDL
