Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Glu,2.10 [1.96-2.24],8.666e-101,***,Glucose
Glu-lactate,2.06 [1.94-2.18],8.870e-122,***,Glucose-lactate
XS-VLDL-TG%,1.94 [1.79-2.09],3.248e-59,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.93 [1.77-2.10],1.478e-44,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.92 [1.76-2.09],4.748e-46,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,1.89 [1.67-2.12],2.412e-20,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-TG%,1.80 [1.68-1.93],1.662e-58,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.70 [1.59-1.81],5.980e-49,***,Triglycerides to Total-Lipids in Large LDL percentage
Sc-ala,1.69 [1.58-1.81],2.541e-46,***,Spectrometer-corrected alanine
XS-VLDL-PL%,1.69 [1.57-1.82],3.473e-40,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.65 [1.54-1.76],9.786e-44,***,Triglycerides to Total-Lipids in Medium LDL percentage
Ala,1.58 [1.48-1.70],3.827e-33,***,Alanine
L-HDL-PL%,1.53 [1.43-1.63],9.207e-34,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.46 [1.36-1.57],3.420e-21,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.46 [1.35-1.56],2.960e-19,***,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-TG%,1.45 [1.32-1.58],1.652e-10,***,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,1.40 [1.28-1.53],8.220e-09,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,1.37 [1.27-1.47],1.661e-11,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.35 [1.25-1.46],1.030e-08,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.32 [1.23-1.42],7.845e-09,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.31 [1.21-1.41],7.779e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.29 [1.19-1.40],1.863e-04,***,Phospholipids to Total-Lipids in Medium LDL percentage
Val,1.28 [1.19-1.38],5.048e-06,***,Valine
Total-BCAA,1.26 [1.17-1.35],1.259e-04,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-TG%,1.25 [1.15-1.36],0.036,*,Triglycerides to Total-Lipids in Small HDL percentage
Leu,1.21 [1.13-1.30],0.021,*,Leucine
S-LDL-FC%,0.84 [0.79-0.89],0.006,**,Free Cholesterol to Total-Lipids in Small LDL percentage
