Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,2.53 [2.01-3.18],7.508e-10,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,2.23 [1.91-2.61],4.209e-18,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,2.14 [1.84-2.49],3.681e-17,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Glu-lactate,2.09 [1.89-2.31],1.756e-39,***,Glucose-lactate
XS-VLDL-TG%,2.08 [1.82-2.39],1.035e-20,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,2.04 [1.81-2.30],1.322e-25,***,Triglycerides to Total-Lipids in IDL percentage
Glu,2.03 [1.81-2.28],6.667e-28,***,Glucose
L-LDL-TG%,1.95 [1.74-2.20],5.928e-24,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.88 [1.68-2.11],3.325e-21,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.83 [1.61-2.07],2.907e-15,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.72 [1.53-1.95],8.185e-13,***,Triglycerides to Total-Lipids in Small LDL percentage
Sc-ala,1.67 [1.48-1.88],6.632e-12,***,Spectrometer-corrected alanine
L-HDL-PL%,1.66 [1.49-1.85],3.161e-14,***,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-TG%,1.64 [1.39-1.92],9.734e-04,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.57 [1.39-1.77],2.141e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,1.51 [1.34-1.71],6.712e-06,***,Alanine
MUFA%,1.50 [1.31-1.71],9.175e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,1.47 [1.30-1.66],3.547e-04,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-FC%,0.74 [0.67-0.81],2.814e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-FC%,0.74 [0.67-0.80],1.118e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-6%,0.73 [0.65-0.82],0.008,**,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-CE%,0.73 [0.65-0.82],0.027,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-VLDL-PL%,0.72 [0.64-0.81],0.024,*,Phospholipids to Total-Lipids in Very Large VLDL percentage
XS-VLDL-FC%,0.72 [0.66-0.79],6.699e-06,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-CE%,0.72 [0.63-0.81],0.028,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-HDL-CE%,0.71 [0.65-0.77],3.549e-09,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-FC%,0.71 [0.64-0.79],4.135e-05,***,Free Cholesterol to Total-Lipids in IDL percentage
PC,0.69 [0.61-0.79],0.018,*,Phosphatidylcholines
PUFA/MUFA,0.69 [0.61-0.79],0.007,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-C%,0.69 [0.61-0.78],3.643e-04,***,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-CE%,0.69 [0.62-0.76],7.980e-08,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-FC%,0.69 [0.62-0.76],4.430e-07,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.68 [0.63-0.75],8.099e-12,***,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.68 [0.63-0.73],4.198e-20,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
