Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,1.18 [1.12-1.24],3.201e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,1.15 [1.09-1.21],0.020,*,Triglycerides to Phosphoglycerides ratio
XS-VLDL-PL%,1.15 [1.09-1.20],0.009,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.13 [1.08-1.20],0.833,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-PL%,1.06 [1.01-1.12],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-CE%,0.89 [0.85-0.93],0.031,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-FC%,0.86 [0.82-0.91],0.001,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-PL,0.86 [0.81-0.91],0.006,**,Phospholipids in Medium HDL
Total-P,0.85 [0.81-0.90],0.002,**,Total-Concentration of Lipoprotein Particles
M-HDL-L,0.85 [0.81-0.90],6.841e-04,***,Total-Lipids in Medium HDL
HDL-P,0.85 [0.80-0.90],9.809e-04,***,Concentration of HDL Particles
ApoA1,0.84 [0.79-0.89],9.879e-05,***,Apolipoprotein A1
HDL-PL,0.84 [0.79-0.88],1.296e-04,***,Phospholipids in HDL
M-HDL-P,0.83 [0.79-0.88],1.178e-04,***,Concentration of Medium HDL Particles
M-HDL-C,0.83 [0.79-0.88],2.280e-05,***,Cholesterol in Medium HDL
M-HDL-FC,0.83 [0.78-0.88],1.535e-04,***,Free Cholesterol in Medium HDL
M-HDL-CE,0.83 [0.79-0.88],2.056e-05,***,Cholesteryl Esters in Medium HDL
HDL-L,0.83 [0.78-0.87],1.184e-05,***,Total-Lipids in HDL
HDL-size,0.82 [0.77-0.88],0.002,**,Average Diameter for HDL Particles
HDL-FC,0.81 [0.76-0.87],3.922e-05,***,Free Cholesterol in HDL
HDL-C,0.80 [0.76-0.85],2.528e-07,***,HDL Cholesterol
HDL-CE,0.80 [0.76-0.85],1.655e-07,***,Cholesteryl Esters in HDL
L-HDL-PL,0.80 [0.75-0.86],6.347e-05,***,Phospholipids in Large HDL
L-HDL-L,0.80 [0.74-0.85],1.151e-05,***,Total-Lipids in Large HDL
L-HDL-FC,0.79 [0.73-0.85],1.572e-04,***,Free Cholesterol in Large HDL
L-HDL-C,0.78 [0.73-0.84],8.169e-06,***,Cholesterol in Large HDL
L-HDL-CE,0.78 [0.73-0.84],6.909e-06,***,Cholesteryl Esters in Large HDL
L-HDL-P,0.78 [0.72-0.84],3.805e-05,***,Concentration of Large HDL Particles
