Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,1.47 [1.40-1.54],1.624e-46,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.43 [1.39-1.48],6.943e-90,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.40 [1.35-1.45],2.546e-74,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,1.38 [1.34-1.43],4.123e-81,***,Creatinine
M-VLDL-TG%,1.38 [1.33-1.43],4.897e-59,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.38 [1.34-1.42],1.248e-82,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,1.37 [1.32-1.42],3.075e-55,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.36 [1.32-1.40],4.104e-78,***,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-TG%,1.35 [1.31-1.39],1.180e-68,***,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,1.34 [1.30-1.39],2.235e-58,***,Glycoprotein Acetyls
L-HDL-PL%,1.34 [1.30-1.38],1.576e-77,***,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.34 [1.30-1.38],8.584e-70,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,1.34 [1.29-1.38],2.058e-56,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.33 [1.29-1.38],4.886e-60,***,Triglycerides in Small HDL
MUFA,1.29 [1.24-1.33],6.361e-48,***,Monounsaturated Fatty Acids
M-HDL-TG,1.28 [1.24-1.32],3.036e-45,***,Triglycerides in Medium HDL
S-HDL-PL,1.27 [1.23-1.32],4.678e-40,***,Phospholipids in Small HDL
XS-VLDL-TG,1.27 [1.23-1.31],3.760e-45,***,Triglycerides in Very Small VLDL
HDL-TG,1.27 [1.23-1.31],1.017e-41,***,Triglycerides in HDL
VLDL-size,1.26 [1.21-1.31],2.826e-29,***,Average Diameter for VLDL Particles
S-VLDL-TG,1.26 [1.22-1.30],2.784e-37,***,Triglycerides in Small VLDL
