Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.83 [1.54-2.17],1.429e-06,***,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-FC%,1.21 [1.00-1.46],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-TG%,1.09 [0.92-1.30],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-FC%,1.06 [0.88-1.27],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-C%,1.00 [0.84-1.20],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-C%,0.66 [0.57-0.77],0.021,*,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.65 [0.56-0.76],0.025,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-C,0.63 [0.53-0.75],0.018,*,Total-Cholesterol
LDL-CE,0.63 [0.53-0.75],0.040,*,Cholesteryl Esters in LDL
Total-CE,0.62 [0.53-0.74],0.012,*,Total-Esterified Cholesterol
M-LDL-L,0.62 [0.52-0.74],0.035,*,Total-Lipids in Medium LDL
M-LDL-C,0.62 [0.51-0.74],0.029,*,Cholesterol in Medium LDL
M-LDL-CE,0.60 [0.50-0.72],0.016,*,Cholesteryl Esters in Medium LDL
MUFA,0.60 [0.49-0.72],0.030,*,Monounsaturated Fatty Acids
PUFA,0.59 [0.50-0.71],0.001,**,Polyunsaturated Fatty Acids
Total-L,0.59 [0.50-0.70],1.647e-04,***,Total-Lipids in Lipoprotein Particles
Omega-6,0.59 [0.50-0.70],8.971e-04,***,Omega-6 Fatty Acids
S-LDL-CE%,0.59 [0.50-0.69],4.347e-05,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
SFA,0.58 [0.48-0.70],0.002,**,Saturated Fatty Acids
Total-FA,0.58 [0.48-0.69],3.133e-04,***,Total-Fatty Acids
Total-PL,0.57 [0.48-0.68],1.073e-04,***,Total-Phospholipids in Lipoprotein Particles
ApoA1,0.57 [0.47-0.70],0.012,*,Apolipoprotein A1
PC,0.56 [0.47-0.67],8.275e-05,***,Phosphatidylcholines
Cholines,0.56 [0.47-0.66],1.817e-05,***,Total-Cholines
Phosphoglyc,0.55 [0.46-0.66],1.711e-05,***,Phosphoglycerides
S-HDL-PL,0.53 [0.44-0.63],3.366e-06,***,Phospholipids in Small HDL
S-HDL-CE,0.51 [0.43-0.62],1.913e-07,***,Cholesteryl Esters in Small HDL
S-HDL-L,0.51 [0.43-0.61],7.951e-08,***,Total-Lipids in Small HDL
S-HDL-FC,0.51 [0.42-0.61],4.608e-07,***,Free Cholesterol in Small HDL
HDL-P,0.51 [0.41-0.62],9.899e-06,***,Concentration of HDL Particles
S-HDL-C,0.50 [0.42-0.60],2.226e-08,***,Cholesterol in Small HDL
Total-P,0.50 [0.41-0.60],8.774e-07,***,Total-Concentration of Lipoprotein Particles
S-HDL-P,0.49 [0.41-0.59],2.150e-08,***,Concentration of Small HDL Particles
