Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,1.19 [1.12-1.26],0.005,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,1.19 [1.12-1.26],8.712e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
TG/PG,1.19 [1.12-1.25],0.001,**,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,1.17 [1.11-1.24],0.008,**,Triglycerides to Total-Lipids in Small HDL percentage
MUFA%,1.17 [1.11-1.24],0.026,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.85 [0.81-0.90],0.016,*,Degree of Unsaturation
Total-P,0.85 [0.80-0.90],0.019,*,Total-Concentration of Lipoprotein Particles
M-HDL-PL,0.85 [0.80-0.90],0.007,**,Phospholipids in Medium HDL
HDL-P,0.84 [0.79-0.89],0.002,**,Concentration of HDL Particles
M-HDL-L,0.84 [0.79-0.89],5.585e-04,***,Total-Lipids in Medium HDL
M-HDL-FC%,0.83 [0.78-0.88],1.654e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-P,0.83 [0.78-0.88],1.422e-04,***,Concentration of Medium HDL Particles
ApoA1,0.83 [0.78-0.88],1.004e-04,***,Apolipoprotein A1
HDL-size,0.82 [0.77-0.88],0.003,**,Average Diameter for HDL Particles
HDL-PL,0.82 [0.78-0.88],1.028e-04,***,Phospholipids in HDL
M-HDL-FC,0.82 [0.77-0.87],6.551e-05,***,Free Cholesterol in Medium HDL
M-HDL-CE,0.82 [0.77-0.87],6.900e-06,***,Cholesteryl Esters in Medium HDL
M-HDL-C,0.82 [0.77-0.87],7.143e-06,***,Cholesterol in Medium HDL
HDL-L,0.81 [0.77-0.86],1.152e-05,***,Total-Lipids in HDL
HDL-FC,0.81 [0.76-0.86],3.256e-05,***,Free Cholesterol in HDL
L-HDL-FC,0.81 [0.76-0.86],1.797e-04,***,Free Cholesterol in Large HDL
L-HDL-PL,0.80 [0.75-0.86],1.849e-05,***,Phospholipids in Large HDL
L-HDL-P,0.80 [0.75-0.86],6.120e-05,***,Concentration of Large HDL Particles
L-HDL-L,0.80 [0.75-0.86],1.297e-05,***,Total-Lipids in Large HDL
L-HDL-C,0.80 [0.75-0.86],1.670e-05,***,Cholesterol in Large HDL
L-HDL-CE,0.80 [0.75-0.85],1.315e-05,***,Cholesteryl Esters in Large HDL
HDL-C,0.79 [0.75-0.85],2.173e-07,***,HDL Cholesterol
HDL-CE,0.79 [0.75-0.84],1.310e-07,***,Cholesteryl Esters in HDL
