Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.11 [1.09-1.14],1.883e-15,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.09 [1.07-1.12],1.326e-08,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.09 [1.07-1.11],3.764e-09,***,Phospholipids to Total-Lipids in IDL percentage
Creatinine,1.09 [1.06-1.11],5.093e-07,***,Creatinine
IDL-TG%,1.06 [1.04-1.09],0.006,**,Triglycerides to Total-Lipids in IDL percentage
SFA%,0.95 [0.93-0.97],0.047,*,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-C%,0.94 [0.92-0.96],0.006,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
LA,0.94 [0.92-0.96],0.007,**,Linoleic Acid
VLDL-CE,0.94 [0.92-0.96],0.021,*,Cholesteryl Esters in VLDL
LDL-P,0.94 [0.92-0.96],0.010,**,Concentration of LDL Particles
S-LDL-FC,0.94 [0.92-0.96],0.007,**,Free Cholesterol in Small LDL
XS-VLDL-FC,0.94 [0.92-0.96],0.022,*,Free Cholesterol in Very Small VLDL
M-VLDL-C,0.94 [0.92-0.96],0.005,**,Cholesterol in Medium VLDL
S-LDL-L,0.94 [0.92-0.96],0.002,**,Total-Lipids in Small LDL
XS-VLDL-CE%,0.94 [0.92-0.96],2.638e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-L,0.94 [0.92-0.96],0.009,**,Total-Lipids in Very Small VLDL
XS-VLDL-P,0.94 [0.92-0.96],0.011,*,Concentration of Very Small VLDL Particles
M-VLDL-CE,0.94 [0.91-0.96],0.002,**,Cholesteryl Esters in Medium VLDL
M-LDL-C%,0.93 [0.92-0.95],5.457e-05,***,Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,0.93 [0.91-0.96],5.139e-04,***,Apolipoprotein B
M-LDL-P,0.93 [0.91-0.95],3.161e-04,***,Concentration of Medium LDL Particles
IDL-C%,0.93 [0.91-0.95],3.990e-06,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-CE,0.93 [0.91-0.95],9.557e-05,***,Cholesteryl Esters in Small LDL
S-LDL-C,0.93 [0.91-0.95],9.574e-05,***,Cholesterol in Small LDL
Albumin,0.93 [0.91-0.95],1.151e-05,***,Albumin
Total-FA,0.93 [0.91-0.95],1.726e-06,***,Total-Fatty Acids
M-LDL-PL,0.93 [0.91-0.95],8.314e-06,***,Phospholipids in Medium LDL
M-LDL-CE,0.93 [0.90-0.95],1.363e-06,***,Cholesteryl Esters in Medium LDL
M-LDL-L,0.93 [0.90-0.95],9.032e-07,***,Total-Lipids in Medium LDL
