Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.16 [1.10-1.23],0.037,*,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-CE%,1.04 [0.98-1.09],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,1.03 [0.98-1.09],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.03 [0.98-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-FC%,1.00 [0.95-1.05],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-L,0.87 [0.82-0.91],0.023,*,Total-Lipids in Lipoprotein Particles
S-LDL-CE%,0.86 [0.82-0.91],0.026,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-CE,0.85 [0.81-0.90],0.008,**,Cholesteryl Esters in Small HDL
Total-PL,0.85 [0.81-0.90],0.002,**,Total-Phospholipids in Lipoprotein Particles
Cholines,0.85 [0.81-0.90],0.005,**,Total-Cholines
Phosphoglyc,0.85 [0.80-0.90],0.002,**,Phosphoglycerides
S-HDL-C,0.85 [0.80-0.90],0.001,**,Cholesterol in Small HDL
PC,0.84 [0.80-0.89],8.601e-04,***,Phosphatidylcholines
S-HDL-FC,0.84 [0.80-0.89],4.665e-04,***,Free Cholesterol in Small HDL
S-HDL-P,0.84 [0.79-0.89],4.751e-04,***,Concentration of Small HDL Particles
HDL-P,0.84 [0.79-0.89],0.004,**,Concentration of HDL Particles
S-HDL-L,0.84 [0.79-0.88],7.504e-05,***,Total-Lipids in Small HDL
S-HDL-PL,0.84 [0.79-0.88],9.580e-05,***,Phospholipids in Small HDL
Total-P,0.83 [0.79-0.89],8.252e-04,***,Total-Concentration of Lipoprotein Particles
