Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.19 [1.11-1.28],0.095,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.19 [1.11-1.28],0.107,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.10 [1.02-1.19],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.08 [1.00-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.01 [0.93-1.09],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-C%,0.83 [0.78-0.88],0.002,**,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.83 [0.77-0.88],0.003,**,Cholesterol to Total-Lipids in Small LDL percentage
Total-L,0.83 [0.77-0.88],0.008,**,Total-Lipids in Lipoprotein Particles
L-LDL-C%,0.82 [0.77-0.88],8.021e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.82 [0.77-0.88],0.006,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-6,0.82 [0.77-0.88],0.017,*,Omega-6 Fatty Acids
PUFA,0.82 [0.77-0.88],0.018,*,Polyunsaturated Fatty Acids
LA,0.82 [0.76-0.88],0.005,**,Linoleic Acid
IDL-L,0.82 [0.76-0.88],0.006,**,Total-Lipids in IDL
VLDL-C,0.81 [0.76-0.88],0.009,**,VLDL Cholesterol
S-VLDL-CE,0.81 [0.75-0.88],0.044,*,Cholesteryl Esters in Small VLDL
M-VLDL-L,0.81 [0.75-0.87],0.007,**,Total-Lipids in Medium VLDL
IDL-PL,0.81 [0.75-0.88],0.018,*,Phospholipids in IDL
S-VLDL-PL,0.81 [0.75-0.87],0.015,*,Phospholipids in Small VLDL
IDL-C,0.81 [0.75-0.87],0.003,**,Cholesterol in IDL
IDL-FC,0.81 [0.75-0.87],0.010,*,Free Cholesterol in IDL
IDL-CE,0.81 [0.75-0.87],0.003,**,Cholesteryl Esters in IDL
Total-CE,0.81 [0.75-0.87],5.293e-04,***,Total-Esterified Cholesterol
Total-C,0.81 [0.75-0.87],3.485e-04,***,Total-Cholesterol
VLDL-CE,0.81 [0.75-0.87],0.004,**,Cholesteryl Esters in VLDL
IDL-P,0.81 [0.75-0.87],0.010,*,Concentration of IDL Particles
S-VLDL-C,0.81 [0.75-0.87],0.008,**,Cholesterol in Small VLDL
Total-FC,0.80 [0.75-0.86],5.078e-04,***,Total-Free Cholesterol
Remnant-C,0.80 [0.75-0.86],3.497e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-VLDL-PL,0.80 [0.74-0.86],0.002,**,Phospholipids in Medium VLDL
M-VLDL-P,0.80 [0.74-0.87],0.003,**,Concentration of Medium VLDL Particles
S-LDL-PL,0.80 [0.74-0.86],7.117e-04,***,Phospholipids in Small LDL
L-LDL-P,0.80 [0.74-0.86],0.001,**,Concentration of Large LDL Particles
ApoB,0.80 [0.74-0.86],2.048e-04,***,Apolipoprotein B
Non-HDL-C,0.80 [0.74-0.85],1.773e-05,***,Total-Cholesterol Minus HDL-C
L-LDL-L,0.80 [0.74-0.85],4.206e-05,***,Total-Lipids in Large LDL
S-VLDL-FC,0.79 [0.74-0.86],9.614e-04,***,Free Cholesterol in Small VLDL
S-LDL-P,0.79 [0.74-0.86],5.398e-04,***,Concentration of Small LDL Particles
LDL-L,0.79 [0.74-0.85],1.521e-05,***,Total-Lipids in LDL
Clinical LDL-C,0.79 [0.74-0.85],7.056e-06,***,Clinical LDL Cholesterol
M-VLDL-FC,0.79 [0.73-0.86],5.791e-04,***,Free Cholesterol in Medium VLDL
M-LDL-P,0.79 [0.73-0.85],3.279e-04,***,Concentration of Medium LDL Particles
S-LDL-L,0.79 [0.74-0.85],8.840e-05,***,Total-Lipids in Small LDL
L-LDL-C,0.79 [0.74-0.85],2.289e-05,***,Cholesterol in Large LDL
LDL-P,0.79 [0.73-0.85],3.153e-04,***,Concentration of LDL Particles
L-LDL-FC,0.79 [0.73-0.85],1.149e-04,***,Free Cholesterol in Large LDL
S-LDL-CE,0.79 [0.73-0.85],1.105e-04,***,Cholesteryl Esters in Small LDL
L-LDL-CE,0.79 [0.74-0.85],2.695e-05,***,Cholesteryl Esters in Large LDL
LDL-C,0.79 [0.74-0.85],7.001e-06,***,LDL Cholesterol
LDL-CE,0.79 [0.74-0.85],1.018e-05,***,Cholesteryl Esters in LDL
M-VLDL-CE,0.79 [0.73-0.85],2.171e-04,***,Cholesteryl Esters in Medium VLDL
M-LDL-L,0.79 [0.73-0.85],2.358e-05,***,Total-Lipids in Medium LDL
L-LDL-PL,0.79 [0.73-0.85],5.130e-05,***,Phospholipids in Large LDL
LDL-FC,0.79 [0.73-0.85],3.150e-05,***,Free Cholesterol in LDL
M-LDL-CE,0.79 [0.73-0.85],3.833e-05,***,Cholesteryl Esters in Medium LDL
LDL-PL,0.79 [0.73-0.85],2.376e-05,***,Phospholipids in LDL
M-VLDL-C,0.79 [0.73-0.85],9.752e-05,***,Cholesterol in Medium VLDL
M-LDL-PL,0.79 [0.73-0.85],4.161e-05,***,Phospholipids in Medium LDL
S-LDL-FC,0.78 [0.73-0.84],2.817e-05,***,Free Cholesterol in Small LDL
M-LDL-C,0.78 [0.73-0.84],1.082e-05,***,Cholesterol in Medium LDL
S-LDL-C,0.78 [0.73-0.84],2.146e-05,***,Cholesterol in Small LDL
M-LDL-FC,0.78 [0.72-0.84],1.364e-05,***,Free Cholesterol in Medium LDL
