Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,2.12 [1.89-2.38],3.057e-32,***,Phospholipids to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.95 [1.69-2.26],7.347e-14,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,1.90 [1.69-2.13],3.279e-22,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.89 [1.68-2.14],2.448e-19,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.88 [1.65-2.13],1.502e-16,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL%,1.86 [1.62-2.13],1.054e-13,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-TG%,1.84 [1.65-2.06],1.213e-21,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.83 [1.63-2.04],1.355e-20,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.80 [1.56-2.08],1.981e-10,***,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.71 [1.48-1.97],1.987e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.68 [1.49-1.90],1.388e-11,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gly,1.68 [1.42-1.97],1.238e-04,***,Glycine
Glu-lactate,1.65 [1.49-1.83],1.697e-15,***,Glucose-lactate
Glu,1.59 [1.42-1.79],9.935e-10,***,Glucose
XXL-VLDL-FC%,1.53 [1.37-1.71],3.269e-09,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-FC%,0.74 [0.68-0.81],8.827e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
Albumin,0.73 [0.66-0.82],0.009,**,Albumin
M-VLDL-CE%,0.72 [0.67-0.78],9.534e-11,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-HDL-FC%,0.71 [0.63-0.79],8.320e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-FC%,0.69 [0.63-0.76],1.633e-09,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-PL%,0.68 [0.61-0.77],5.881e-05,***,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-FC%,0.68 [0.61-0.75],1.527e-08,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-C%,0.67 [0.61-0.74],8.574e-11,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-TG,0.67 [0.59-0.77],0.004,**,Triglycerides in Small VLDL
L-LDL-CE%,0.67 [0.60-0.75],1.280e-07,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
SFA%,0.66 [0.59-0.75],1.578e-06,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-3,0.65 [0.56-0.75],0.001,**,Omega-3 Fatty Acids
S-VLDL-CE%,0.64 [0.58-0.72],7.239e-10,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-TG,0.64 [0.56-0.74],3.279e-04,***,Triglycerides in Large LDL
HDL-P,0.64 [0.56-0.74],4.916e-04,***,Concentration of HDL Particles
M-LDL-TG,0.64 [0.55-0.74],1.903e-04,***,Triglycerides in Medium LDL
LDL-TG,0.64 [0.55-0.73],9.025e-05,***,Triglycerides in LDL
S-HDL-PL,0.63 [0.55-0.72],8.632e-07,***,Phospholipids in Small HDL
S-LDL-TG,0.61 [0.53-0.71],9.320e-06,***,Triglycerides in Small LDL
M-VLDL-FC%,0.61 [0.55-0.67],2.801e-16,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-L,0.60 [0.53-0.68],7.898e-10,***,Total-Lipids in Small HDL
S-VLDL-C%,0.60 [0.54-0.67],1.022e-14,***,Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-CE,0.60 [0.52-0.68],1.295e-09,***,Cholesteryl Esters in Small HDL
XXL-VLDL-PL,0.60 [0.51-0.69],2.319e-06,***,Phospholipids in Chylomicrons and Extremely Large VLDL
VLDL-size,0.59 [0.52-0.67],1.096e-10,***,Average Diameter for VLDL Particles
MUFA,0.59 [0.52-0.67],4.876e-11,***,Monounsaturated Fatty Acids
L-LDL-C%,0.59 [0.53-0.65],3.540e-22,***,Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-P,0.59 [0.50-0.68],1.160e-06,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-TG,0.59 [0.51-0.68],1.907e-07,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL%,0.58 [0.53-0.64],1.119e-26,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-C,0.58 [0.51-0.66],2.747e-11,***,Cholesterol in Small HDL
XS-VLDL-C%,0.58 [0.52-0.64],1.559e-21,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.58 [0.52-0.64],1.367e-22,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC,0.57 [0.49-0.66],4.575e-08,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-VLDL-FC%,0.57 [0.51-0.63],2.761e-19,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-PL%,0.57 [0.51-0.63],2.106e-24,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-FC,0.57 [0.50-0.65],7.169e-12,***,Free Cholesterol in Small HDL
XXL-VLDL-L,0.57 [0.49-0.66],4.475e-09,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
Total-TG,0.57 [0.49-0.65],3.442e-11,***,Total-Triglycerides
XL-VLDL-TG,0.56 [0.49-0.65],8.493e-09,***,Triglycerides in Very Large VLDL
IDL-C%,0.56 [0.51-0.61],1.608e-29,***,Cholesterol to Total-Lipids in IDL percentage
Total-P,0.55 [0.48-0.64],8.145e-11,***,Total-Concentration of Lipoprotein Particles
VLDL-TG,0.55 [0.48-0.63],1.309e-12,***,Triglycerides in VLDL
S-HDL-P,0.54 [0.47-0.62],3.747e-14,***,Concentration of Small HDL Particles
S-VLDL-PL%,0.54 [0.48-0.61],2.623e-18,***,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-CE%,0.54 [0.49-0.59],3.520e-32,***,Cholesteryl Esters to Total-Lipids in IDL percentage
PC,0.53 [0.47-0.60],3.032e-17,***,Phosphatidylcholines
M-LDL-C%,0.53 [0.48-0.58],1.688e-39,***,Cholesterol to Total-Lipids in Medium LDL percentage
Phosphoglyc,0.52 [0.46-0.59],1.640e-19,***,Phosphoglycerides
L-VLDL-TG,0.52 [0.45-0.60],1.079e-12,***,Triglycerides in Large VLDL
XXL-VLDL-C,0.51 [0.44-0.60],4.863e-12,***,Cholesterol in Chylomicrons and Extremely Large VLDL
Total-FA,0.50 [0.45-0.57],2.390e-24,***,Total-Fatty Acids
XL-VLDL-P,0.50 [0.43-0.59],1.183e-12,***,Concentration of Very Large VLDL Particles
M-VLDL-TG,0.50 [0.43-0.58],1.014e-15,***,Triglycerides in Medium VLDL
XL-VLDL-L,0.49 [0.43-0.57],8.962e-15,***,Total-Lipids in Very Large VLDL
Cholines,0.49 [0.44-0.56],1.685e-23,***,Total-Cholines
S-LDL-C%,0.49 [0.45-0.54],1.898e-44,***,Cholesterol to Total-Lipids in Small LDL percentage
SFA,0.49 [0.43-0.55],1.625e-24,***,Saturated Fatty Acids
LA,0.49 [0.43-0.55],2.638e-26,***,Linoleic Acid
L-VLDL-PL,0.48 [0.41-0.56],1.651e-15,***,Phospholipids in Large VLDL
