Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.12 [1.10-1.13],6.472e-35,***,Glycoprotein Acetyls
MUFA%,1.09 [1.08-1.11],1.169e-22,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,1.07 [1.06-1.09],2.839e-14,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-PL%,1.07 [1.05-1.08],2.761e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.06 [1.05-1.08],2.678e-09,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.06 [1.05-1.08],6.433e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-HDL-FC%,1.06 [1.04-1.08],1.628e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-TG%,1.06 [1.04-1.08],1.368e-08,***,Triglycerides to Total-Lipids in IDL percentage
M-HDL-PL%,1.06 [1.04-1.07],3.648e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,1.05 [1.04-1.07],1.346e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-VLDL-PL%,1.05 [1.03-1.07],3.486e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
Creatinine,1.05 [1.03-1.07],0.004,**,Creatinine
L-LDL-TG%,1.05 [1.03-1.07],5.333e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-HDL-TG%,1.05 [1.03-1.07],2.495e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
TG/PG,1.05 [1.03-1.07],5.340e-04,***,Triglycerides to Phosphoglycerides ratio
S-VLDL-TG%,1.05 [1.03-1.06],2.175e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG%,1.05 [1.03-1.07],9.292e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
VLDL-size,1.04 [1.03-1.06],0.042,*,Average Diameter for VLDL Particles
S-LDL-TG%,1.04 [1.03-1.06],0.009,**,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.04 [1.03-1.06],0.021,*,Triglycerides to Total-Lipids in Medium LDL percentage
Non-HDL-C,0.96 [0.95-0.98],0.045,*,Total-Cholesterol Minus HDL-C
Total-L,0.96 [0.95-0.98],0.045,*,Total-Lipids in Lipoprotein Particles
LDL-C,0.96 [0.95-0.97],0.021,*,LDL Cholesterol
IDL-FC%,0.96 [0.95-0.97],0.015,*,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-C%,0.96 [0.95-0.97],0.016,*,Cholesterol to Total-Lipids in Small VLDL percentage
IDL-CE%,0.96 [0.95-0.97],0.009,**,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-P,0.96 [0.95-0.97],0.008,**,Concentration of IDL Particles
L-HDL-C%,0.96 [0.94-0.97],0.025,*,Cholesterol to Total-Lipids in Large HDL percentage
L-VLDL-CE%,0.96 [0.94-0.97],0.026,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Clinical LDL-C,0.96 [0.94-0.97],0.004,**,Clinical LDL Cholesterol
