Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.14 [1.10-1.18],1.442e-07,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.13 [1.09-1.17],5.210e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.13 [1.09-1.17],2.794e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.12 [1.08-1.16],3.540e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.12 [1.08-1.15],7.039e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.11 [1.07-1.15],0.001,**,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.11 [1.07-1.15],0.005,**,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG,1.11 [1.07-1.15],9.832e-04,***,Triglycerides in Small HDL
M-HDL-PL%,1.11 [1.07-1.15],0.028,*,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.10 [1.06-1.14],0.034,*,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG,1.10 [1.07-1.14],0.003,**,Triglycerides in Medium HDL
S-VLDL-TG%,1.10 [1.06-1.14],0.031,*,Triglycerides to Total-Lipids in Small VLDL percentage
HDL-TG,1.10 [1.06-1.13],0.016,*,Triglycerides in HDL
XS-VLDL-TG,1.10 [1.06-1.13],0.014,*,Triglycerides in Very Small VLDL
S-HDL-C%,0.91 [0.88-0.94],0.012,*,Cholesterol to Total-Lipids in Small HDL percentage
PUFA%,0.91 [0.88-0.94],0.018,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-C%,0.90 [0.87-0.94],0.041,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,0.90 [0.87-0.93],9.301e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-VLDL-C%,0.90 [0.87-0.93],0.001,**,Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-C%,0.90 [0.87-0.93],3.982e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.90 [0.87-0.93],0.002,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE%,0.90 [0.87-0.94],0.016,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-HDL-C%,0.90 [0.87-0.93],6.213e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.90 [0.87-0.93],1.171e-05,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-FC%,0.90 [0.87-0.93],9.613e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
Omega-6%,0.90 [0.87-0.93],1.282e-04,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-PL%,0.89 [0.86-0.93],1.422e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,0.89 [0.87-0.92],2.804e-06,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.89 [0.86-0.92],2.889e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-FC%,0.89 [0.86-0.92],6.026e-06,***,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-FC%,0.89 [0.86-0.92],2.439e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.89 [0.86-0.92],7.536e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-C%,0.89 [0.86-0.92],1.187e-06,***,Cholesterol to Total-Lipids in IDL percentage
LA%,0.89 [0.86-0.92],2.788e-05,***,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-CE%,0.88 [0.85-0.91],5.024e-07,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.88 [0.85-0.91],1.583e-07,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.88 [0.85-0.91],2.112e-08,***,Free Cholesterol to Total-Lipids in Large LDL percentage
