Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.08 [1.06-1.11],7.463e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.08 [1.06-1.11],2.168e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,1.08 [1.05-1.10],3.278e-05,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.08 [1.05-1.10],2.702e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.08 [1.05-1.10],4.214e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.07 [1.04-1.09],0.046,*,Phospholipids to Total-Lipids in Large HDL percentage
Remnant-C,0.94 [0.92-0.96],0.045,*,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-P,0.94 [0.92-0.96],0.048,*,Concentration of LDL Particles
S-LDL-PL,0.94 [0.92-0.96],0.030,*,Phospholipids in Small LDL
M-LDL-P,0.94 [0.92-0.96],0.044,*,Concentration of Medium LDL Particles
M-VLDL-C,0.94 [0.92-0.96],0.020,*,Cholesterol in Medium VLDL
S-LDL-CE,0.94 [0.92-0.96],0.014,*,Cholesteryl Esters in Small LDL
S-LDL-L,0.94 [0.92-0.96],0.011,*,Total-Lipids in Small LDL
Phosphoglyc,0.94 [0.92-0.96],0.050,*,Phosphoglycerides
XS-VLDL-C%,0.94 [0.92-0.96],0.017,*,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-CE,0.94 [0.92-0.96],0.008,**,Cholesteryl Esters in Medium LDL
M-LDL-PL,0.94 [0.92-0.96],0.008,**,Phospholipids in Medium LDL
XS-VLDL-CE%,0.94 [0.92-0.96],0.017,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-HDL-P,0.94 [0.92-0.96],0.018,*,Concentration of Small HDL Particles
Total-L,0.94 [0.92-0.96],0.005,**,Total-Lipids in Lipoprotein Particles
M-LDL-L,0.94 [0.92-0.96],0.004,**,Total-Lipids in Medium LDL
IDL-CE%,0.94 [0.92-0.96],0.002,**,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-PL,0.94 [0.92-0.96],0.006,**,Phospholipids in IDL
M-VLDL-CE,0.94 [0.92-0.96],0.002,**,Cholesteryl Esters in Medium VLDL
S-HDL-CE,0.94 [0.91-0.96],0.006,**,Cholesteryl Esters in Small HDL
S-LDL-C,0.94 [0.91-0.96],0.002,**,Cholesterol in Small LDL
S-HDL-C,0.94 [0.91-0.96],0.005,**,Cholesterol in Small HDL
LA%,0.93 [0.91-0.96],0.005,**,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-C,0.93 [0.91-0.96],8.219e-04,***,Cholesterol in Medium LDL
IDL-C%,0.93 [0.91-0.95],3.936e-04,***,Cholesterol to Total-Lipids in IDL percentage
Non-HDL-C,0.93 [0.91-0.95],4.483e-04,***,Total-Cholesterol Minus HDL-C
PC,0.93 [0.91-0.96],0.004,**,Phosphatidylcholines
IDL-L,0.93 [0.91-0.95],8.202e-04,***,Total-Lipids in IDL
SM,0.93 [0.91-0.96],0.005,**,Sphingomyelins
S-VLDL-FC%,0.93 [0.91-0.95],4.852e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
Total-PL,0.93 [0.91-0.95],9.588e-04,***,Total-Phospholipids in Lipoprotein Particles
LDL-PL,0.93 [0.91-0.95],2.001e-04,***,Phospholipids in LDL
S-VLDL-PL%,0.93 [0.91-0.95],5.221e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
PUFA,0.93 [0.91-0.95],3.796e-04,***,Polyunsaturated Fatty Acids
Cholines,0.93 [0.91-0.95],0.001,**,Total-Cholines
LDL-L,0.93 [0.91-0.95],1.272e-04,***,Total-Lipids in LDL
S-LDL-FC,0.93 [0.91-0.95],1.365e-04,***,Free Cholesterol in Small LDL
Omega-6,0.93 [0.91-0.95],1.539e-04,***,Omega-6 Fatty Acids
LDL-CE,0.93 [0.91-0.95],7.872e-05,***,Cholesteryl Esters in LDL
IDL-FC,0.93 [0.91-0.95],1.940e-04,***,Free Cholesterol in IDL
