Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.15 [1.10-1.20],6.780e-06,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.14 [1.09-1.19],1.640e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.14 [1.09-1.19],0.001,**,Phospholipids to Total-Lipids in Small LDL percentage
IDL-TG%,1.04 [1.00-1.09],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-FC%,1.01 [0.97-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.90 [0.86-0.93],0.044,*,Total-Esterified Cholesterol
SFA,0.89 [0.86-0.93],0.031,*,Saturated Fatty Acids
S-LDL-CE%,0.89 [0.85-0.93],0.010,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
SM,0.88 [0.84-0.92],0.012,*,Sphingomyelins
Total-PL,0.87 [0.84-0.91],1.069e-04,***,Total-Phospholipids in Lipoprotein Particles
Cholines,0.86 [0.83-0.90],1.004e-05,***,Total-Cholines
PC,0.86 [0.82-0.90],8.838e-06,***,Phosphatidylcholines
HDL-CE,0.86 [0.82-0.91],0.002,**,Cholesteryl Esters in HDL
Phosphoglyc,0.86 [0.82-0.90],3.017e-06,***,Phosphoglycerides
HDL-C,0.86 [0.82-0.90],7.725e-04,***,HDL Cholesterol
HDL-L,0.85 [0.81-0.89],1.505e-05,***,Total-Lipids in HDL
HDL-FC,0.85 [0.81-0.90],4.310e-04,***,Free Cholesterol in HDL
S-HDL-CE,0.85 [0.81-0.89],6.380e-08,***,Cholesteryl Esters in Small HDL
HDL-PL,0.85 [0.81-0.89],7.420e-06,***,Phospholipids in HDL
M-HDL-CE,0.85 [0.81-0.89],3.240e-06,***,Cholesteryl Esters in Medium HDL
S-HDL-C,0.84 [0.81-0.88],7.198e-09,***,Cholesterol in Small HDL
S-HDL-FC,0.84 [0.81-0.88],1.366e-08,***,Free Cholesterol in Small HDL
M-HDL-C,0.84 [0.80-0.89],1.727e-06,***,Cholesterol in Medium HDL
M-HDL-L,0.84 [0.80-0.88],1.933e-07,***,Total-Lipids in Medium HDL
S-HDL-P,0.84 [0.80-0.88],4.847e-09,***,Concentration of Small HDL Particles
M-HDL-PL,0.84 [0.80-0.88],1.827e-07,***,Phospholipids in Medium HDL
S-HDL-L,0.84 [0.80-0.88],7.270e-10,***,Total-Lipids in Small HDL
ApoA1,0.84 [0.80-0.88],1.048e-07,***,Apolipoprotein A1
S-HDL-PL,0.84 [0.80-0.87],5.280e-10,***,Phospholipids in Small HDL
M-HDL-FC,0.83 [0.79-0.88],4.940e-07,***,Free Cholesterol in Medium HDL
M-HDL-P,0.83 [0.79-0.88],1.979e-07,***,Concentration of Medium HDL Particles
Total-P,0.83 [0.79-0.87],2.657e-09,***,Total-Concentration of Lipoprotein Particles
HDL-P,0.83 [0.79-0.87],2.316e-09,***,Concentration of HDL Particles
