Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.30 [1.25-1.35],6.548e-38,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.28 [1.24-1.33],2.746e-41,***,Triglycerides to Total-Lipids in IDL percentage
L-HDL-TG%,1.28 [1.23-1.32],7.263e-35,***,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.28 [1.23-1.32],2.439e-39,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.28 [1.23-1.32],5.819e-37,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
TG/PG,1.28 [1.23-1.32],1.614e-35,***,Triglycerides to Phosphoglycerides ratio
M-HDL-PL%,1.27 [1.22-1.31],1.635e-34,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.27 [1.22-1.31],9.548e-36,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.26 [1.22-1.30],1.878e-34,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-TG%,1.25 [1.21-1.30],1.286e-30,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.25 [1.21-1.29],1.070e-30,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-LDL-TG%,1.25 [1.21-1.29],1.096e-33,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.24 [1.19-1.28],5.492e-25,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,1.23 [1.19-1.28],8.913e-23,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,1.23 [1.19-1.27],1.761e-26,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-HDL-FC%,1.22 [1.18-1.27],5.223e-19,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-TG%,1.22 [1.18-1.26],3.128e-28,***,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-size,1.22 [1.17-1.26],2.569e-21,***,Average Diameter for VLDL Particles
XS-VLDL-PL%,1.21 [1.17-1.26],2.408e-23,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG,1.19 [1.15-1.23],8.855e-21,***,Triglycerides in Small HDL
XL-VLDL-TG,1.18 [1.15-1.22],1.414e-18,***,Triglycerides in Very Large VLDL
XXL-VLDL-PL,1.18 [1.15-1.22],3.330e-19,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.18 [1.14-1.22],6.963e-18,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,1.18 [1.14-1.22],4.173e-14,***,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-P,1.18 [1.14-1.22],1.509e-18,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-TG,1.18 [1.14-1.22],2.428e-17,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,1.17 [1.14-1.21],7.942e-17,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,1.17 [1.13-1.20],1.556e-14,***,Total-Lipids in Very Large VLDL
XXL-VLDL-C,1.16 [1.13-1.20],8.056e-15,***,Cholesterol in Chylomicrons and Extremely Large VLDL
VLDL-TG,1.16 [1.13-1.20],9.975e-14,***,Triglycerides in VLDL
XL-VLDL-P,1.16 [1.12-1.20],2.354e-14,***,Concentration of Very Large VLDL Particles
Total-TG,1.16 [1.12-1.20],6.265e-13,***,Total-Triglycerides
XXL-VLDL-CE,1.15 [1.12-1.19],1.368e-12,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,1.15 [1.12-1.19],2.547e-12,***,Phospholipids in Very Large VLDL
GlycA,1.15 [1.11-1.19],5.773e-09,***,Glycoprotein Acetyls
L-VLDL-PL,1.15 [1.11-1.18],3.381e-11,***,Phospholipids in Large VLDL
L-VLDL-TG,1.14 [1.11-1.18],2.624e-10,***,Triglycerides in Large VLDL
S-VLDL-TG,1.14 [1.10-1.18],5.357e-10,***,Triglycerides in Small VLDL
SFA%,1.14 [1.10-1.18],1.425e-07,***,Saturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-P,1.14 [1.10-1.18],9.757e-10,***,Concentration of Large VLDL Particles
XL-VLDL-FC,1.14 [1.10-1.17],1.606e-09,***,Free Cholesterol in Very Large VLDL
L-VLDL-L,1.14 [1.10-1.17],5.555e-09,***,Total-Lipids in Large VLDL
S-LDL-TG,1.13 [1.09-1.17],3.155e-08,***,Triglycerides in Small LDL
L-VLDL-FC,1.13 [1.09-1.17],8.022e-08,***,Free Cholesterol in Large VLDL
HDL-TG,1.13 [1.09-1.16],3.582e-08,***,Triglycerides in HDL
M-HDL-TG,1.12 [1.09-1.16],7.639e-08,***,Triglycerides in Medium HDL
XS-VLDL-TG,1.12 [1.09-1.16],4.075e-07,***,Triglycerides in Very Small VLDL
M-VLDL-TG,1.11 [1.08-1.15],1.653e-05,***,Triglycerides in Medium VLDL
M-LDL-CE%,1.11 [1.07-1.15],3.396e-04,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-TG,1.11 [1.07-1.14],2.227e-04,***,Triglycerides in Medium LDL
XL-VLDL-C,1.10 [1.07-1.14],5.294e-04,***,Cholesterol in Very Large VLDL
VLDL-L,1.10 [1.06-1.14],0.005,**,Total-Lipids in VLDL
L-VLDL-C,1.10 [1.06-1.13],0.007,**,Cholesterol in Large VLDL
LDL-TG,1.09 [1.06-1.13],0.017,*,Triglycerides in LDL
M-LDL-PL%,0.92 [0.89-0.95],0.032,*,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-C,0.92 [0.89-0.95],0.050,*,Cholesterol in Small LDL
LDL-P,0.92 [0.89-0.95],0.037,*,Concentration of LDL Particles
Remnant-C,0.91 [0.88-0.94],0.009,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-PL,0.90 [0.88-0.93],3.366e-04,***,Phospholipids in Small LDL
M-VLDL-C,0.90 [0.88-0.93],3.431e-04,***,Cholesterol in Medium VLDL
XL-HDL-PL%,0.90 [0.87-0.94],0.023,*,Phospholipids to Total-Lipids in Very Large HDL percentage
Omega-3,0.90 [0.87-0.93],0.002,**,Omega-3 Fatty Acids
M-HDL-PL,0.90 [0.87-0.94],0.003,**,Phospholipids in Medium HDL
XS-VLDL-C,0.90 [0.87-0.93],9.091e-05,***,Cholesterol in Very Small VLDL
XS-VLDL-FC%,0.90 [0.87-0.93],1.281e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-P,0.90 [0.87-0.93],2.459e-05,***,Concentration of Large LDL Particles
S-LDL-C%,0.90 [0.87-0.93],1.064e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,0.90 [0.87-0.93],1.334e-04,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-CE,0.90 [0.87-0.93],1.130e-05,***,Cholesteryl Esters in LDL
Non-HDL-C,0.89 [0.87-0.92],7.011e-06,***,Total-Cholesterol Minus HDL-C
LA,0.89 [0.86-0.92],1.895e-05,***,Linoleic Acid
Omega-6,0.89 [0.86-0.92],2.559e-05,***,Omega-6 Fatty Acids
LDL-L,0.89 [0.86-0.92],2.093e-06,***,Total-Lipids in LDL
IDL-P,0.89 [0.86-0.92],6.300e-07,***,Concentration of IDL Particles
S-VLDL-CE%,0.89 [0.86-0.92],1.216e-07,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
IDL-FC%,0.89 [0.86-0.92],1.122e-06,***,Free Cholesterol to Total-Lipids in IDL percentage
LDL-PL,0.89 [0.86-0.92],2.596e-07,***,Phospholipids in LDL
Phosphoglyc,0.89 [0.86-0.92],1.019e-05,***,Phosphoglycerides
XXL-VLDL-FC%,0.89 [0.86-0.92],1.157e-05,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3%,0.88 [0.85-0.92],1.368e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,0.88 [0.86-0.91],5.566e-09,***,Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.88 [0.85-0.91],1.514e-08,***,LDL Cholesterol
PUFA,0.88 [0.85-0.91],2.729e-07,***,Polyunsaturated Fatty Acids
XS-VLDL-CE,0.88 [0.85-0.91],1.091e-08,***,Cholesteryl Esters in Very Small VLDL
M-HDL-L,0.88 [0.85-0.91],5.861e-07,***,Total-Lipids in Medium HDL
PC,0.88 [0.85-0.91],2.067e-07,***,Phosphatidylcholines
Total-PL,0.88 [0.85-0.91],5.100e-08,***,Total-Phospholipids in Lipoprotein Particles
S-HDL-CE%,0.88 [0.85-0.91],2.407e-10,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-LDL-FC,0.87 [0.84-0.90],7.633e-11,***,Free Cholesterol in Medium LDL
Clinical LDL-C,0.87 [0.84-0.90],2.204e-11,***,Clinical LDL Cholesterol
L-LDL-L,0.87 [0.84-0.90],4.434e-11,***,Total-Lipids in Large LDL
L-LDL-PL,0.87 [0.84-0.90],2.543e-11,***,Phospholipids in Large LDL
M-VLDL-CE,0.87 [0.84-0.90],1.987e-11,***,Cholesteryl Esters in Medium VLDL
